application_id,business_type,business_age,monthly_revenue,credit_score,bank_balance,gst_compliance,pan_card,gst_number,risk_level,risk_score,max_loan_amount,interest_rate,loan_approved
SME0812,Automotive,18,3200581,794,4939107,TRUE,WWUME9766V,,Low,88,10000000,9.79,TRUE
SME0813,Retail,17,2761637,344,2295221,TRUE,GWZRJ1969G,,Medium,50,10000000,12.19,TRUE
SME0814,Trading,8,3772277,700,3520043,FALSE,GEANR8779Q,,Medium,59,10000000,11.9,TRUE
SME0815,Healthcare,15,2184504,546,4318760,TRUE,FOOYP7232F,,Medium,64,10000000,11.9,TRUE
SME0816,Retail,8,4257137,749,3480431,TRUE,YHPOM9317H,,Low,73,10000000,10.29,TRUE
SME0817,Textile,17,2354736,784,4081867,TRUE,NKFXY0810X,,Low,79,10000000,10.38,TRUE
SME0818,Textile,12,3121372,317,3922487,TRUE,XDXWB4932Q,,Medium,51,10000000,12.99,TRUE
SME0819,Manufacturing,8,2488229,588,1428060,FALSE,EZHLY6000B,,High,39,10000000,14.52,FALSE
SME0820,Services,14,3221881,713,4238087,TRUE,QTZIL3368W,,Low,76,10000000,10.71,TRUE
SME0821,Food & Beverage,4,4954042,534,4238456,FALSE,AATDA5914X,,Medium,54,10000000,11.85,TRUE
SME0822,Automotive,1,2571378,715,4649022,TRUE,OCYWI0423D,,Medium,63,10000000,11.14,TRUE
SME0823,Technology,1,3930121,798,158725,TRUE,KGZKX9496S,,Medium,55,10000000,12.39,TRUE
SME0824,Healthcare,19,3662944,414,501215,FALSE,SSLTV4744P,,High,42,10000000,15.26,FALSE
SME0825,Trading,16,1453324,533,2278693,TRUE,ZRLEP6156U,,Medium,54,8719944,13.34,TRUE
SME0826,Food & Beverage,14,3472455,839,3934152,TRUE,YDMJQ7767R,,Low,83,10000000,10.59,TRUE
SME0827,Retail,16,4368173,310,918017,TRUE,CYQXX6439J,,High,48,10000000,16.25,FALSE
SME0828,Textile,5,969807,505,331898,FALSE,MJNZV0433G,,High,21,4073189.4,16.23,FALSE
SME0829,Healthcare,9,4496720,546,695338,FALSE,IHMNL7451P,,High,43,10000000,15.31,FALSE
SME0830,Technology,2,4170028,426,3512415,TRUE,KPNCU1235E,,Medium,50,10000000,12.32,TRUE
SME0831,Automotive,18,2764496,446,64745,FALSE,JTBLE4603U,,High,37,10000000,15.17,FALSE
SME0832,Manufacturing,6,2972176,417,1693032,TRUE,XLLPX0490Q,,High,41,10000000,16.43,FALSE
SME0833,Technology,9,1469277,681,4842577,TRUE,RBYDS0158E,,Medium,65,8815662,12.93,TRUE
SME0834,Healthcare,1,849971,711,2128219,TRUE,TUIWH3754W,,High,45,3569878.2,13.82,FALSE
SME0835,Technology,9,2693659,662,2158185,TRUE,FCEIG3641M,,Medium,58,10000000,12.95,TRUE
SME0836,Healthcare,16,4266233,808,55256,TRUE,VPGHF7615Y,,Low,71,10000000,9.76,TRUE
SME0837,Healthcare,13,4560276,436,512264,TRUE,VTGCE0927Y,,Medium,51,10000000,12.12,TRUE
SME0838,Construction,9,4175837,474,3356145,TRUE,IOJBT4205O,,Medium,59,10000000,11.53,TRUE
SME0839,Trading,13,1442057,588,949695,TRUE,ZRPIA8691N,,High,48,6056639.4,15.57,FALSE
SME0840,Textile,9,2333706,780,2193955,TRUE,FHRPU5215C,,Medium,63,10000000,13.19,TRUE
SME0841,Construction,11,585757,318,1262390,TRUE,RAXAL4526B,,High,29,2460179.4,14.37,FALSE
SME0842,Automotive,4,2154376,494,2225995,TRUE,GBUGK2302Y,,High,42,9048379.2,13.75,FALSE
SME0843,Construction,2,2379176,629,489809,TRUE,JUOHR2693I,,High,41,9992539.2,14.4,FALSE
SME0844,Services,6,1285111,474,2660432,TRUE,NWNKA3955Z,,High,41,5397466.2,15.52,FALSE
SME0845,Services,14,2492919,748,4185282,TRUE,VECBC8220R,,Low,75,10000000,9.99,TRUE
SME0846,Textile,4,1600948,653,3527847,FALSE,KLCRX5605R,,High,44,6723981.6,14.33,FALSE
SME0847,Technology,6,4207834,798,1777413,TRUE,MVSGS8263X,,Medium,67,10000000,11.46,TRUE
SME0848,Trading,19,2508630,440,4348586,TRUE,RHIMH5906Q,,Medium,64,10000000,12.24,TRUE
SME0849,Textile,6,1694918,392,2583697,FALSE,WRXBC2044J,,High,28,7118655.6,14.33,FALSE
SME0850,Healthcare,2,4768170,538,3610952,TRUE,UNMIF5249W,,Medium,58,10000000,12.83,TRUE
SME0851,Retail,18,2802994,504,1981277,FALSE,CRUSE8903Z,,High,48,10000000,13.73,FALSE
SME0852,Trading,13,2804716,732,954740,TRUE,URRAN7121D,,Medium,62,10000000,12.66,TRUE
SME0853,Trading,9,292512,544,3056555,TRUE,ASUJA3536G,,High,46,1228550.4,14.21,FALSE
SME0854,Healthcare,19,3814379,616,1206311,TRUE,VYRMJ7793V,,Medium,66,10000000,12.22,TRUE
SME0855,Healthcare,13,4485724,594,4454041,TRUE,KFUAS6712T,,Low,75,10000000,9.93,TRUE
SME0856,Manufacturing,11,1649420,581,152157,TRUE,KESUX7153Y,,High,44,6927564,15.67,FALSE
SME0857,Textile,1,2175915,316,2297319,TRUE,JBHAF9012I,,High,30,9138843,16.34,FALSE
SME0858,Healthcare,7,3448924,370,4798109,TRUE,EJJLR9440C,,Medium,54,10000000,13.29,TRUE
SME0859,Services,15,3445647,568,1472603,FALSE,EYZQH0850H,,High,49,10000000,15.25,FALSE
SME0860,Automotive,1,4000379,624,1285029,TRUE,UGGOG5781G,,Medium,50,10000000,12.16,TRUE
SME0861,Retail,12,3904409,604,3030791,TRUE,ORVRJ5106C,,Medium,66,10000000,13.05,TRUE
SME0862,Textile,7,3064932,750,146645,TRUE,NLNDM5438F,,Medium,54,10000000,12.71,TRUE
SME0863,Food & Beverage,15,747341,306,1662131,TRUE,FRFGX7892Z,,High,35,3138832.2,14.05,FALSE
SME0864,Services,19,1620982,613,1196837,FALSE,WWAHD4524Z,,High,47,6808124.4,15.96,FALSE
SME0865,Technology,1,3429693,402,352221,TRUE,EQCSA6063I,,High,32,10000000,14.79,FALSE
SME0866,Healthcare,17,4098422,492,2445919,TRUE,WEGYZ5050M,,Medium,64,10000000,11.47,TRUE
SME0867,Food & Beverage,17,1301838,828,1189580,TRUE,LDHEE9770M,,Medium,66,7811028,11.7,TRUE
SME0868,Healthcare,3,2264563,470,63687,TRUE,EUHQW6812T,,High,32,9511164.6,14.3,FALSE
SME0869,Trading,12,4579825,836,2500272,FALSE,QGZCS2789N,,Low,70,10000000,10.28,TRUE
SME0870,Services,6,3685681,550,2639137,TRUE,RZOZA8585R,,Medium,55,10000000,11.59,TRUE
SME0871,Trading,11,4508285,686,4808757,TRUE,AXCQP7070Y,,Low,79,10000000,9.69,TRUE
SME0872,Manufacturing,3,2484291,506,3885010,FALSE,ILYSD4583N,,High,40,10000000,13.87,FALSE
SME0873,Trading,8,2195588,840,4786415,FALSE,NFQBH3963P,,Medium,65,10000000,12.46,TRUE
SME0874,Manufacturing,14,2755982,715,2049660,TRUE,NPYID7506A,,Medium,66,10000000,12.84,TRUE
SME0875,Manufacturing,14,4304955,679,2029450,TRUE,SHYCA0640P,,Low,70,10000000,9.98,TRUE
SME0876,Food & Beverage,10,3344967,443,4710858,TRUE,VVNDW6804O,,Medium,60,10000000,11.09,TRUE
SME0877,Healthcare,2,3085696,324,1981140,TRUE,JCWTT0091O,,High,34,10000000,13.88,FALSE
SME0878,Technology,14,537625,372,3871607,FALSE,BQHVV9984T,,High,36,2258025,16.24,FALSE
SME0879,Trading,9,3401106,392,3538434,TRUE,KFXNA6787W,,Medium,52,10000000,12.23,TRUE
SME0880,Services,3,1472070,804,4134390,TRUE,PSBOC3356L,,Medium,63,8832420,12.13,TRUE
SME0881,Manufacturing,8,2530721,635,2666222,TRUE,DJFYV2099U,,Medium,57,10000000,11.1,TRUE
SME0882,Healthcare,16,2693726,724,1137109,TRUE,JJCXZ0122L,,Medium,64,10000000,12.82,TRUE
SME0883,Retail,2,4118280,798,4444315,TRUE,XEXPO5138D,,Low,73,10000000,10.29,TRUE
SME0884,Textile,6,2642017,663,1563744,TRUE,EUZHV9654P,,Medium,53,10000000,11.51,TRUE
SME0885,Food & Beverage,12,4550252,498,4276988,TRUE,OECWJ4618H,,Medium,68,10000000,11.28,TRUE
SME0886,Technology,5,1670057,712,1798220,TRUE,UBVHW7326R,,Medium,51,10000000,11.96,TRUE
SME0887,Construction,2,961069,638,4021718,TRUE,UWATO1506S,,Medium,50,5766414,13.09,TRUE
SME0888,Food & Beverage,16,956626,728,4023582,TRUE,AXGBG2874W,,Medium,69,5739756,13.16,TRUE
SME0889,Retail,5,2261352,438,2882875,TRUE,SAARX0488R,,High,43,9497678.4,15.31,FALSE
SME0890,Textile,15,206022,841,1840288,TRUE,WKASV8916T,,Medium,63,1236132,12.82,TRUE
SME0891,Retail,12,2899131,356,1851646,TRUE,BSFJI7983T,,High,44,10000000,13.85,FALSE
SME0892,Trading,4,3307796,531,3979579,TRUE,IHOBX0887U,,Medium,56,10000000,12.47,TRUE
SME0893,Manufacturing,15,570529,734,1606246,TRUE,ECUDQ8932F,,Medium,57,3423174,12.67,TRUE
SME0894,Technology,11,3083516,683,1829239,TRUE,AUPOG1985B,,Medium,62,10000000,11.5,TRUE
SME0895,Automotive,16,261445,493,4915727,TRUE,XXQAA3370Z,,Medium,57,1568670,13.2,TRUE
SME0896,Manufacturing,6,3934242,833,2260618,FALSE,SKQYJ8670E,,Medium,60,10000000,11.49,TRUE
SME0897,Automotive,14,3382831,817,4438622,TRUE,NBPQC6011D,,Low,83,10000000,9.97,TRUE
SME0898,Textile,18,4518909,484,2479930,TRUE,OSSJE2643L,,Medium,66,10000000,12.55,TRUE
SME0899,Healthcare,12,784029,591,141936,FALSE,SOLDL1021P,,High,32,3292921.8,15.42,FALSE
SME0900,Construction,11,610370,634,1989746,TRUE,AQRYM4875A,,Medium,50,3662220,12.75,TRUE
SME0901,Services,13,1852374,415,4852256,TRUE,JEAWZ7761U,,Medium,56,10000000,11.28,TRUE
SME0902,Manufacturing,11,4515276,348,2479970,TRUE,TUJYO3771F,,Medium,52,10000000,13.12,TRUE
SME0903,Technology,16,4099694,381,1306573,FALSE,EBLZD6089A,,High,42,10000000,15.1,FALSE
SME0904,Retail,15,3408505,632,3545647,TRUE,OLEWX1313O,,Low,71,10000000,10.21,TRUE
SME0905,Technology,15,308944,634,2588682,TRUE,FVLRT3012O,,Medium,55,1853664,13.45,TRUE
SME0906,Textile,4,2925494,831,1514900,TRUE,EXVCV6595A,,Medium,61,10000000,12.85,TRUE
SME0907,Automotive,11,1461303,520,3400664,FALSE,SGDLT6818S,,High,42,6137472.6,13.85,FALSE
SME0908,Retail,19,4301765,622,1631788,TRUE,VDAIO5716V,,Low,70,10000000,10.63,TRUE
SME0909,Services,15,2994100,302,4614229,TRUE,RPBDT2761C,,Medium,56,10000000,11.24,TRUE
SME0910,Services,4,4766805,505,201896,TRUE,ZYEBS7311V,,High,45,10000000,13.58,FALSE
SME0911,Manufacturing,13,1297162,339,4617765,TRUE,XWTRY3846L,,High,49,5448080.4,14.71,FALSE
SME0912,Textile,19,1146161,358,1093329,TRUE,PEBVP6529X,,High,41,4813876.2,16.48,FALSE
SME0913,Healthcare,2,4788482,806,2390612,TRUE,SEYUG6414W,,Medium,68,10000000,11.44,TRUE
SME0914,Textile,14,1879685,421,243979,FALSE,WDAVO2431L,,High,29,7894677,15.52,FALSE
SME0915,Automotive,4,1997501,778,4813290,TRUE,WUOWI3489P,,Medium,67,10000000,11.43,TRUE
SME0916,Technology,16,4854619,395,288104,TRUE,MDUMU7336E,,Medium,52,10000000,12.81,TRUE
SME0917,Services,20,773218,713,2008547,TRUE,VVFZE4873W,,Medium,64,4639308,12.26,TRUE
SME0918,Technology,14,3985250,534,4054630,TRUE,HIUST9594I,,Medium,69,10000000,12.7,TRUE
SME0919,Technology,15,703291,361,4135279,TRUE,KSBFW4022N,,High,48,2953822.2,14.11,FALSE
SME0920,Technology,3,2761198,555,4801882,TRUE,TZVEQ5807H,,Medium,57,10000000,12.86,TRUE
SME0921,Services,8,2279431,647,4339454,TRUE,SIKMM7294S,,Medium,63,10000000,13.49,TRUE
SME0922,Food & Beverage,16,4309738,423,1005893,TRUE,EPITV2247N,,Medium,54,10000000,12.66,TRUE
SME0923,Trading,10,819407,781,3206247,TRUE,XCXMK7299R,,Medium,62,4916442,12.23,TRUE
SME0924,Automotive,4,2638143,616,1849050,FALSE,ZRYGP5670X,,High,39,10000000,16.27,FALSE
SME0925,Food & Beverage,18,437913,803,2680492,FALSE,SCFDD3987S,,Medium,58,2627478,11.04,TRUE
SME0926,Automotive,2,4015770,347,2465257,TRUE,QQATN5327H,,High,40,10000000,15.69,FALSE
SME0927,Retail,17,428821,708,2987299,TRUE,VYJQH5034G,,Medium,63,2572926,13.22,TRUE
SME0928,Textile,13,2280707,435,2944317,TRUE,XILVZ8372D,,Medium,51,10000000,11.15,TRUE
SME0929,Textile,4,1801243,500,3976914,FALSE,JDVIV0484F,,High,38,7565220.6,14.85,FALSE
SME0930,Construction,11,3987008,549,3313481,TRUE,SHJKM3349Y,,Medium,64,10000000,11.51,TRUE
SME0931,Textile,7,1912375,613,4547454,FALSE,XGUII9913H,,Medium,50,10000000,12.42,TRUE
SME0932,Services,12,3727447,667,1556064,TRUE,NQMUX1179L,,Medium,63,10000000,12.62,TRUE
SME0933,Healthcare,10,3715652,728,3250641,FALSE,YWXUA3122Y,,Medium,61,10000000,11.76,TRUE
SME0934,Manufacturing,7,168803,779,2725548,FALSE,MJOTB2267K,,High,45,708972.6,14.88,FALSE
SME0935,Construction,13,907744,613,789091,FALSE,VTFKQ9704B,,High,37,3812524.8,14.34,FALSE
SME0936,Manufacturing,7,848736,799,2376789,TRUE,FYEDB2577U,,Medium,57,5092416,11.92,TRUE
SME0937,Automotive,17,799539,654,2176791,TRUE,UZNCP6503V,,Medium,58,4797234,11.4,TRUE
SME0938,Manufacturing,10,345404,784,3387180,TRUE,VNOLS5958I,,Medium,61,2072424,13.21,TRUE
SME0939,Manufacturing,10,117297,510,1716930,TRUE,BDIOM3792S,,High,39,492647.4,13.53,FALSE
SME0940,Construction,4,888443,343,974795,TRUE,YPKJH0912K,,High,24,3731460.6,16.15,FALSE
SME0941,Retail,20,3755074,840,2593236,TRUE,RCHNF6995Q,,Low,85,10000000,10.36,TRUE
SME0942,Technology,4,3365962,391,1588458,TRUE,SQLOZ8843L,,High,39,10000000,14.49,FALSE
SME0943,Textile,7,4862606,564,1819771,TRUE,PIYCU2910J,,Medium,58,10000000,12.81,TRUE
SME0944,Textile,1,3126394,519,279515,TRUE,BXKXC6618S,,High,37,10000000,15.02,FALSE
SME0945,Services,12,1327146,741,1630179,TRUE,BSBOX4247G,,Medium,58,7962876,12.25,TRUE
SME0946,Construction,13,2980304,700,3807267,FALSE,FNAZQ0977N,,Medium,62,10000000,11.28,TRUE
SME0947,Services,10,1433572,699,681986,TRUE,GFDAO8032W,,Medium,50,8601432,11.97,TRUE
SME0948,Healthcare,15,4805907,789,2344482,TRUE,EEDQU3971H,,Low,80,10000000,9.86,TRUE
SME0949,Healthcare,13,715863,784,3031786,TRUE,ADSEE4372L,,Medium,64,4295178,11.04,TRUE
SME0950,Services,9,4801669,769,147900,FALSE,TAGQB6025F,,Medium,54,10000000,11.9,TRUE
SME0951,Construction,9,3865056,744,4523962,TRUE,VKRRV9466U,,Low,77,10000000,9.63,TRUE
SME0952,Services,15,3425315,568,4704668,TRUE,XZVOU3634U,,Low,72,10000000,9.89,TRUE
SME0953,Textile,10,928791,566,1294283,TRUE,AOQSN2115M,,High,43,3900922.2,13.78,FALSE
SME0954,Food & Beverage,10,3920887,353,3828971,TRUE,QFUVE6025A,,Medium,54,10000000,11.25,TRUE
SME0955,Trading,8,2946274,827,1513061,TRUE,MKGTC9807Q,,Medium,65,10000000,11.5,TRUE
SME0956,Manufacturing,16,4939498,819,523066,FALSE,MNEZX5675V,,Medium,66,10000000,13.5,TRUE
SME0957,Trading,17,4495564,358,4018146,FALSE,FUHMR6304C,,Medium,54,10000000,11.01,TRUE
SME0958,Construction,5,476794,339,2371331,TRUE,DWENO3059V,,High,29,2002534.8,15.42,FALSE
SME0959,Trading,4,3978450,536,1168343,TRUE,WPQNT8951T,,High,47,10000000,13.92,FALSE
SME0960,Healthcare,18,3133349,685,2541113,TRUE,FDZWL2532C,,Low,72,10000000,10.88,TRUE
SME0961,Automotive,19,1621466,599,551529,TRUE,NRSJQ2832P,,Medium,54,9728796,11.23,TRUE
SME0962,Manufacturing,4,2580252,694,2684415,TRUE,HQUAG4106Q,,Medium,57,10000000,13.39,TRUE
SME0963,Technology,7,882877,506,4358530,TRUE,CKFFO6061V,,High,49,3708083.4,15.33,FALSE
SME0964,Construction,10,3985180,635,2163548,FALSE,XUZSH7374K,,Medium,53,10000000,11,TRUE
SME0965,Manufacturing,18,3710793,813,1551019,FALSE,UCWNI8009L,,Medium,67,10000000,13.24,TRUE
SME0966,Trading,19,3399973,477,128920,TRUE,KUATL0113H,,Medium,53,10000000,12.3,TRUE
SME0967,Healthcare,4,3180977,695,416547,TRUE,BNYOI1099I,,Medium,50,10000000,11.66,TRUE
SME0968,Retail,10,2399899,670,1669090,TRUE,BXSQK0916F,,Medium,56,10000000,12.92,TRUE
SME0969,Food & Beverage,1,2072424,617,1667583,TRUE,PRTRA2394E,,High,43,8704180.8,16.28,FALSE
SME0970,Technology,18,1436092,668,73014,TRUE,OWNOJ7864Y,,Medium,54,8616552,12.21,TRUE
SME0971,Food & Beverage,5,950350,683,3719362,TRUE,XJYZH5388J,,Medium,55,5702100,11.79,TRUE
SME0972,Manufacturing,15,3579027,361,1245382,FALSE,PJIZC2555E,,High,38,10000000,15.87,FALSE
SME0973,Healthcare,17,3305228,804,4542889,TRUE,NUBWL3273O,,Low,86,10000000,10.52,TRUE
SME0974,Healthcare,3,267647,538,3201849,TRUE,TXQYN6157E,,High,40,1124117.4,16.17,FALSE
SME0975,Trading,12,2433679,494,3892506,TRUE,VLJHF8885L,,Medium,58,10000000,12.73,TRUE
SME0976,Textile,2,535477,521,2429493,TRUE,OLISU1735F,,High,36,2249003.4,14.23,FALSE
SME0977,Trading,1,1783523,360,366778,TRUE,ULLQG9709W,,High,23,7490796.6,16.29,FALSE
SME0978,Textile,17,4296656,428,1307682,TRUE,TFIOP4741T,,Medium,56,10000000,11.26,TRUE
SME0979,Textile,16,4427308,455,3142293,TRUE,NBWWC6008V,,Medium,65,10000000,11.67,TRUE
SME0980,Technology,5,3060033,677,1551037,TRUE,NPUMF5048D,,Medium,54,10000000,12.3,TRUE
SME0981,Trading,15,1681420,736,4042371,TRUE,CQBST6578O,,Low,72,10000000,10.35,TRUE
SME0982,Retail,3,886261,506,4864501,FALSE,FWTBY8329N,,High,37,3722296.2,13.55,FALSE
SME0983,Services,7,3594708,687,2612352,TRUE,VNCAT0127J,,Medium,63,10000000,12.95,TRUE
SME0984,Services,11,2928630,779,1541817,TRUE,DDMZI6123T,,Medium,65,10000000,11.9,TRUE
SME0985,Trading,10,4344402,639,2025074,TRUE,JXZZV2897I,,Medium,64,10000000,12.02,TRUE
SME0986,Trading,9,3179042,639,4730058,TRUE,OUCDM4882G,,Medium,69,10000000,13.02,TRUE
SME0987,Food & Beverage,14,2862081,503,3972931,TRUE,PVTEJ1631K,,Medium,62,10000000,11.95,TRUE
SME0988,Technology,13,226060,460,4550334,FALSE,VLRZB6069U,,High,41,949452,13.64,FALSE
SME0989,Trading,2,4424848,839,1812502,FALSE,AFGQI6024T,,Medium,56,10000000,11.44,TRUE
SME0990,Food & Beverage,3,2896461,691,1472538,TRUE,RADWK3877E,,Medium,52,10000000,13.39,TRUE
SME0991,Textile,7,3177099,833,2036819,TRUE,LAOYR5949H,,Medium,67,10000000,11.18,TRUE
SME0992,Healthcare,18,2944180,369,2084520,TRUE,CVVZS6348V,,Medium,52,10000000,11.89,TRUE
SME0993,Healthcare,3,2721578,704,2442665,TRUE,PZMDX8941O,,Medium,56,10000000,12.26,TRUE
SME0994,Textile,10,4687878,816,3944053,TRUE,OFKHU0780X,,Low,83,10000000,10.24,TRUE
SME0995,Construction,7,1772795,419,742722,TRUE,ZRDOB1927T,,High,34,7445739,13.51,FALSE
SME0996,Food & Beverage,9,4193886,516,1801396,TRUE,GLZSZ2155Q,,Medium,55,10000000,12.25,TRUE
SME0997,Food & Beverage,17,2354103,355,1210847,TRUE,WNNTM2718M,,High,44,9887232.6,14.65,FALSE
SME0998,Textile,11,3039362,665,1044104,TRUE,HPXCM3113V,,Medium,57,10000000,13.43,TRUE
SME0999,Retail,7,662060,803,2460700,FALSE,UOQJA5226M,,High,47,2780652,13.98,FALSE
SME1000,Automotive,14,1606145,754,3885416,TRUE,MQANZ2709M,,Low,71,10000000,10.03,TRUE
